batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
WTS Porterfield,1,9,0,0,11.11111111111111,Dawlat Zadran,10.0,35.0,3.0,1.0,0.0,3.4
PR Stirling,89,150,6,3,59.333333333333336,Mujeeb Ur Rahman,10.0,14.0,3.0,0.0,0.0,1.4
A Balbirnie,2,20,0,0,10.0,Gulbadin Naib,8.0,20.0,2.0,0.0,1.0,2.5
JA McCollum,0,1,0,0,0.0,Mohammad Nabi,10.0,52.0,1.0,1.0,0.0,5.1
KJ O'Brien,10,14,1,0,71.42857142857143,Rashid Khan,10.0,30.0,1.0,0.0,0.0,3.0
Simi Singh,8,32,0,0,25.0,Rahmat Shah,2.0,10.0,0.0,0.0,0.0,5.0
SW Poynter,7,16,0,0,43.75,,,,,,,
GH Dockrell,37,47,3,1,78.72340425531915,,,,,,,
BJ McCarthy,0,4,0,0,0.0,,,,,,,
TJ Murtagh,0,2,0,0,0.0,,,,,,,
WB Rankin,4,3,1,0,133.33333333333331,,,,,,,
