batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
JJ Roy,54,53,8,0,101.88679245283019,Imran Tahir,10.0,61.0,2.0,0.0,0.0,6.1
JM Bairstow,0,1,0,0,0.0,L Ngidi,10.0,66.0,3.0,0.0,2.0,6.6
JE Root,51,59,5,0,86.4406779661017,K Rabada,10.0,66.0,2.0,0.0,2.0,6.6
EJG Morgan,57,60,4,3,95.0,D Pretorius,7.0,42.0,0.0,0.0,0.0,6.0
BA Stokes,89,79,9,0,112.65822784810126,AL Phehlukwayo,8.0,44.0,1.0,0.0,4.0,5.5
JC Buttler,18,16,0,0,112.5,JP Duminy,2.0,14.0,0.0,0.0,0.0,7.0
MM Ali,3,9,0,0,33.33333333333333,AK Markram,3.0,16.0,0.0,0.0,0.0,5.333333333333333
CR Woakes,13,14,1,0,92.85714285714286,,,,,,,
LE Plunkett,9,6,1,0,150.0,,,,,,,
JC Archer,7,3,1,0,233.33333333333334,,,,,,,
