batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CJ Boyce,0,2,0,0,0.0,DR Sams,4.0,29.0,3.0,0.0,0.0,7.25
AJ Finch,54,38,2,4,142.10526315789474,CJ Jordan,4.0,35.0,1.0,0.0,0.0,8.75
SB Harper,12,9,1,0,133.33333333333331,GS Sandhu,4.0,23.0,3.0,0.0,2.0,5.75
TLW Cooper,22,26,2,0,84.61538461538461,Fawad Ahmed,4.0,21.0,1.0,0.0,0.0,5.25
CL White,40,29,1,2,137.93103448275863,CJ Green,3.0,25.0,0.0,0.0,0.0,8.333333333333334
DT Christian,6,4,1,0,150.0,AJ Nair,1.0,16.0,0.0,0.0,1.0,16.0
MW Harvey,3,3,0,0,100.0,,,,,,,
Mohammad Nabi,4,4,1,0,100.0,,,,,,,
CP Tremain,4,4,1,0,100.0,,,,,,,
KW Richardson,1,1,0,0,100.0,,,,,,,
