batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Babar Azam,56,46,6,1,121.73913043478262,Sohail Tanvir,4.0,46.0,1.0,0.0,1.0,11.5
C Munro,30,26,1,2,115.38461538461537,Mohammad Nawaz (3),4.0,35.0,1.0,0.0,0.0,8.75
LS Livingstone,5,7,0,0,71.42857142857143,DJ Bravo,4.0,34.0,0.0,0.0,0.0,8.5
CA Ingram,24,10,1,3,240.0,Mohammad Hasnain,4.0,38.0,2.0,0.0,3.0,9.5
BR Dunk,18,11,1,1,163.63636363636365,Fawad Ahmed,4.0,32.0,1.0,0.0,0.0,8.0
Iftikhar Ahmed,44,18,5,2,244.44444444444446,,,,,,,
Imad Wasim,4,2,0,0,200.0,,,,,,,
