batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
KL Rahul,77,92,6,1,83.69565217391305,Mashrafe Mortaza,5.0,36.0,0.0,0.0,1.0,7.2
RG Sharma,104,92,7,5,113.04347826086956,Mohammad Saifuddin,7.0,59.0,0.0,0.0,0.0,8.428571428571429
V Kohli,26,27,3,0,96.29629629629629,Mustafizur Rahman,10.0,59.0,5.0,1.0,2.0,5.8
RR Pant,48,41,6,1,117.07317073170731,Shakib Al Hasan,10.0,41.0,1.0,0.0,1.0,4.1
HH Pandya,0,2,0,0,0.0,Mosaddek Hossain,4.0,32.0,0.0,0.0,1.0,8.0
MS Dhoni,35,33,4,0,106.06060606060606,Rubel Hossain,8.0,48.0,1.0,0.0,0.0,6.0
KD Karthik,8,9,1,0,88.88888888888889,Soumya Sarkar,6.0,33.0,1.0,0.0,1.0,5.5
B Kumar,2,3,0,0,66.66666666666666,,,,,,,
Mohammed Shami,1,2,0,0,50.0,,,,,,,
