batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
MS Wade,64.0,51.0,4.0,2.0,125.49019607843137,BAD Manenti,4,29,1,0,3,7.25
DJM Short,32.0,26.0,4.0,1.0,123.07692307692308,BJ Dwarshuis,3,25,1,1,3,8.0
CP Jewell,1.0,4.0,0.0,0.0,25.0,SA Abbott,3,26,1,0,0,8.666666666666666
BR McDermott,41.0,31.0,0.0,2.0,132.25806451612902,TK Curran,4,36,1,0,1,9.0
GJ Bailey,22.0,9.0,2.0,1.0,244.44444444444446,L Pope,3,33,0,0,2,11.0
,,,,,,SNJ O'Keefe,3,21,0,0,0,7.0
