batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Miles Hammond,30,15,4,1,200.0,Imran Tahir,4.0,33.0,1.0,0.0,0.0,8.25
M Klinger,12,18,0,0,66.66666666666666,JW Dernbach,4.0,31.0,2.0,0.0,0.0,7.75
James Bracey,33,25,5,0,132.0,SM Curran,3.0,23.0,2.0,0.0,0.0,7.666666666666667
IA Cockbain,40,28,2,1,142.85714285714286,TK Curran,4.0,33.0,2.0,0.0,2.0,8.25
RF Higgins,17,12,2,0,141.66666666666669,GJ Batty,3.0,26.0,0.0,0.0,0.0,8.666666666666666
JMR Taylor,22,12,4,0,183.33333333333331,J Clark,2.0,15.0,1.0,0.0,0.0,7.5
BAC Howell,1,3,0,0,33.33333333333333,,,,,,,
AJ Tye,2,4,0,0,50.0,,,,,,,
TMJ Smith,1,2,0,0,50.0,,,,,,,
DA Payne,1,1,0,0,100.0,,,,,,,
