batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
A Mansale,10,11,1,0,90.9090909090909,J Kila,1.0,7.0,0.0,2.0,0.0,5.0
C Tommy,6,14,1,0,42.857142857142854,N Pokana,2.0,4.0,1.0,0.0,0.0,2.0
N Nipiko,3,10,0,0,30.0,CA Soper,1.0,5.0,1.0,0.0,0.0,5.0
J Dunn,8,11,0,0,72.72727272727273,N Vanua,2.0,8.0,1.0,0.0,0.0,4.0
R Tari,9,13,0,0,69.23076923076923,D Ravu,1.0,4.0,1.0,0.0,1.0,4.0
J Vira,1,4,0,0,25.0,CJA Amini,3.0,11.0,1.0,0.0,0.0,3.6666666666666665
SH Obed,8,8,0,0,100.0,L Siaka,3.0,16.0,3.0,1.0,0.0,5.0
W Viraliliu,3,4,0,0,75.0,,,,,,,
JW Chilia,2,3,0,0,66.66666666666666,,,,,,,
ZK Shem,1,3,0,0,33.33333333333333,,,,,,,
