batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
RE Levi,19,7,2,1,271.42857142857144,A Lyth,2.0,21.0,1.0,0.0,0.0,10.5
AM Rossington,0,1,0,0,0.0,DJ Willey,4.0,18.0,4.0,0.0,1.0,4.5
JJ Cobb,1,7,0,0,14.285714285714285,TT Bresnan,3.0,15.0,2.0,0.0,1.0,5.0
D Pretorius,9,6,2,0,150.0,JW Shutt,4.0,27.0,2.0,0.0,0.0,6.75
AG Wakely,7,10,1,0,70.0,KA Maharaj,4.0,17.0,1.0,0.0,0.0,4.25
RI Keogh,11,16,1,0,68.75,JA Thompson,1.0,8.0,0.0,0.0,0.0,8.0
Faheem Ashraf,1,4,0,0,25.0,,,,,,,
TB Sole,41,35,4,1,117.14285714285715,,,,,,,
GG White,6,9,1,0,66.66666666666666,,,,,,,
NL Buck,0,2,0,0,0.0,,,,,,,
B Muzarabani,9,11,1,0,81.81818181818183,,,,,,,
