batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Virandeep Singh,0.0,4.0,0.0,0.0,0.0,M Faheem,4,26,2,0,2,6.5
Anwar Arudin,18.0,19.0,2.0,0.0,94.73684210526315,K Senamontree,1,13,0,0,1,13.0
Shafiq Sharif,0.0,1.0,0.0,0.0,0.0,Z Hoque,4,13,1,0,0,3.25
Ahmed Faiz Mohammad Noor,11.0,16.0,1.0,0.0,68.75,Vichanath Singh,4,19,1,0,1,4.75
M Syahadat Ramli,41.0,32.0,5.0,1.0,128.125,Anowarul Islam,1,10,0,0,1,10.0
Syed Aziz,27.0,27.0,3.0,0.0,100.0,DF Jacobs,1,13,0,0,0,13.0
Aminuddin Ramly,11.0,3.0,1.0,1.0,366.66666666666663,C Pengkumta,1,8,0,0,0,8.0
,,,,,,N Pathan,1,11,1,0,0,11.0
