batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
RG Sharma,67,48,5,3,139.58333333333331,DL Chahar,4.0,46.0,1.0,0.0,1.0,11.5
Q de Kock,15,9,1,1,166.66666666666669,Harbhajan Singh,4.0,23.0,0.0,0.0,0.0,5.75
E Lewis,32,30,3,1,106.66666666666667,Imran Tahir,4.0,37.0,1.0,0.0,0.0,9.25
KH Pandya,1,3,0,0,33.33333333333333,DJ Bravo,4.0,35.0,0.0,0.0,2.0,8.75
HH Pandya,23,18,1,1,127.77777777777777,MJ Santner,4.0,13.0,2.0,0.0,0.0,3.25
KA Pollard,13,12,2,0,108.33333333333333,,,,,,,
