batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
AJ Finch,12,8,1,1,150.0,Mohammad Amir,4.0,21.0,1.0,0.0,0.0,5.25
MD Stoneman,8,8,1,0,100.0,JA Porter,4.0,38.0,4.0,0.0,1.0,9.5
SM Curran,8,8,2,0,100.0,A Zampa,4.0,33.0,2.0,0.0,0.0,8.25
OJ Pope,35,28,2,1,125.0,RS Bopara,4.0,32.0,1.0,0.0,0.0,8.0
BT Foakes,9,8,1,0,112.5,SR Harmer,3.0,29.0,1.0,0.0,0.0,9.666666666666666
WG Jacks,19,12,0,2,158.33333333333331,PI Walter,1.0,12.0,1.0,0.0,1.0,12.0
J Clark,60,32,4,4,187.5,,,,,,,
RS Patel,2,3,0,0,66.66666666666666,,,,,,,
JW Dernbach,9,10,0,0,90.0,,,,,,,
GJ Batty,1,2,0,0,50.0,,,,,,,
