batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CH Gayle,135,129,3,12,104.65116279069768,CR Woakes,10.0,59.0,2.0,0.0,2.0,5.9
JD Campbell,30,28,4,1,107.14285714285714,MA Wood,7.0,49.0,0.0,1.0,5.0,6.857142857142857
SD Hope,64,65,7,1,98.46153846153847,MM Ali,10.0,85.0,0.0,0.0,0.0,8.5
SO Hetmyer,20,15,2,1,133.33333333333331,LE Plunkett,6.0,54.0,0.0,0.0,4.0,9.0
N Pooran,0,4,0,0,0.0,BA Stokes,8.0,37.0,3.0,0.0,2.0,4.625
DM Bravo,40,30,2,4,133.33333333333331,AU Rashid,9.0,74.0,3.0,0.0,2.0,8.222222222222221
JO Holder,16,12,2,0,133.33333333333331,,,,,,,
CR Brathwaite,3,3,0,0,100.0,,,,,,,
AR Nurse,25,8,1,3,312.5,,,,,,,
D Bishoo,9,7,0,1,128.57142857142858,,,,,,,
