batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Imam-ul-Haq,151,131,15,1,115.2671755725191,CR Woakes,10.0,67.0,4.0,0.0,0.0,6.7
Fakhar Zaman,2,4,0,0,50.0,DJ Willey,10.0,86.0,1.0,0.0,4.0,8.6
Babar Azam,15,11,3,0,136.36363636363635,MM Ali,6.0,32.0,0.0,0.0,0.0,5.333333333333333
Haris Sohail,41,41,7,0,100.0,LE Plunkett,9.0,55.0,1.0,0.0,3.0,6.111111111111111
Sarfraz Ahmed,27,34,2,0,79.41176470588235,TK Curran,10.0,74.0,2.0,0.0,1.0,7.4
Asif Ali,52,43,2,3,120.93023255813952,BA Stokes,4.0,34.0,0.0,0.0,1.0,8.5
Imad Wasim,22,12,4,0,183.33333333333331,JL Denly,1.0,9.0,0.0,0.0,0.0,9.0
Faheem Ashraf,13,11,1,0,118.18181818181819,,,,,,,
Hasan Ali,18,9,1,2,200.0,,,,,,,
Shaheen Shah Afridi,7,4,0,1,175.0,,,,,,,
