batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CH Gayle,162,97,11,14,167.01030927835052,CR Woakes,10.0,91.0,0.0,0.0,5.0,9.1
JD Campbell,15,9,2,1,166.66666666666669,MA Wood,10.0,60.0,4.0,0.0,1.0,6.0
SD Hope,5,7,1,0,71.42857142857143,LE Plunkett,8.0,40.0,0.0,0.0,3.0,5.0
DM Bravo,61,59,4,4,103.38983050847457,BA Stokes,8.0,77.0,1.0,1.0,2.0,9.5
SO Hetmyer,6,2,0,1,300.0,AU Rashid,10.0,85.0,5.0,0.0,1.0,8.5
JO Holder,29,35,3,0,82.85714285714286,MM Ali,2.0,31.0,0.0,0.0,0.0,15.5
CR Brathwaite,50,36,4,2,138.88888888888889,,,,,,,
AR Nurse,43,41,5,0,104.8780487804878,,,,,,,
D Bishoo,0,2,0,0,0.0,,,,,,,
O Thomas,0,1,0,0,0.0,,,,,,,
