batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
PD Salt,1,2,0,0,50.0,DA Payne,4.0,36.0,3.0,2.0,0.0,8.5
LJ Wright,41,32,4,1,128.125,AJ Tye,4.0,11.0,1.0,0.0,1.0,2.75
LJ Evans,1,2,0,0,50.0,GL van Buuren,4.0,32.0,1.0,0.0,0.0,8.0
DMW Rawlins,69,41,8,2,168.29268292682926,J Shaw,4.0,42.0,1.0,0.0,0.0,10.5
D Wiese,26,18,1,2,144.44444444444443,TMJ Smith,4.0,39.0,1.0,0.0,0.0,9.75
CJ Jordan,2,7,0,0,28.57142857142857,,,,,,,
BC Brown,7,7,1,0,100.0,,,,,,,
OE Robinson,1,3,0,0,33.33333333333333,,,,,,,
WAT Beer,4,5,0,0,80.0,,,,,,,
DR Briggs,5,4,1,0,125.0,,,,,,,
