batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
N Dickwella,38,22,7,0,172.72727272727272,CH Morris,3.0,22.0,0.0,0.0,1.0,7.333333333333333
DM de Silva,8,9,1,0,88.88888888888889,CJ Dala,3.0,29.0,2.0,0.0,2.0,9.666666666666666
WIA Fernando,1,3,0,0,33.33333333333333,AL Phehlukwayo,3.0,24.0,4.0,1.0,5.0,7.666666666666667
PHKD Mendis,1,2,0,0,50.0,D Pretorius,1.0,12.0,1.0,0.0,0.0,12.0
AK Perera,15,10,2,1,150.0,T Shamsi,4.0,20.0,0.0,0.0,4.0,5.0
NLTC Perera,8,8,0,0,100.0,L Sipamla,2.0,22.0,2.0,0.0,0.0,11.0
I Udana,36,23,0,4,156.52173913043478,,,,,,,
A Dananjaya,9,11,1,0,81.81818181818183,,,,,,,
SL Malinga,0,4,0,0,0.0,,,,,,,
RAS Lakmal,0,3,0,0,0.0,,,,,,,
