batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
N Dickwella,20,15,2,1,133.33333333333331,DW Steyn,3.0,34.0,2.0,0.0,0.0,11.333333333333334
WIA Fernando,0,2,0,0,0.0,CH Morris,4.0,32.0,3.0,0.0,1.0,8.0
BKG Mendis,4,3,1,0,133.33333333333331,L Sipamla,4.0,42.0,0.0,0.0,0.0,10.5
NLTC Perera,22,15,2,1,146.66666666666666,D Pretorius,4.0,22.0,1.0,0.0,2.0,5.5
PHKD Mendis,0,1,0,0,0.0,T Shamsi,4.0,16.0,2.0,0.0,0.0,4.0
AK Perera,11,18,1,0,61.111111111111114,JP Duminy,1.0,18.0,0.0,1.0,0.0,17.0
DM de Silva,10,13,0,0,76.92307692307693,,,,,,,
I Udana,84,48,8,6,175.0,,,,,,,
A Dananjaya,1,2,0,0,50.0,,,,,,,
SL Malinga,8,4,2,0,200.0,,,,,,,
