batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CS Delport,0,1,0,0,0.0,CP Wood,3.0,18.0,2.0,0.0,1.0,6.0
T Westley,44,29,3,3,151.72413793103448,KJ Abbott,3.0,27.0,1.0,0.0,1.0,9.0
AJA Wheater,39,26,4,1,150.0,CH Morris,3.0,32.0,1.0,0.0,0.0,10.666666666666666
RN ten Doeschate,3,7,0,0,42.857142857142854,LA Dawson,4.0,31.0,2.0,0.0,0.0,7.75
DW Lawrence,12,7,1,1,171.42857142857142,MS Crane,4.0,24.0,3.0,0.0,0.0,6.0
S Snater,2,4,0,0,50.0,,,,,,,
PI Walter,26,13,3,1,200.0,,,,,,,
SR Harmer,0,2,0,0,0.0,,,,,,,
A Zampa,2,5,0,0,40.0,,,,,,,
Mohammad Amir,1,3,0,0,33.33333333333333,,,,,,,
MR Quinn,1,3,0,0,33.33333333333333,,,,,,,
