batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
C Hauptfleisch,42,39,3,1,107.6923076923077,GH O'Brien,4.0,15.0,2.0,0.0,2.0,3.75
YSD Seneveratne,19,24,2,1,79.16666666666666,JE Pitcher,1.0,10.0,0.0,0.0,1.0,10.0
D Cato,20,30,2,0,66.66666666666666,MO Jones,3.0,22.0,0.0,1.0,1.0,7.0
GM Strydom,0,1,0,0,0.0,RJ Trott,4.0,15.0,2.0,0.0,0.0,3.75
T Taylor,3,6,0,0,50.0,DMW Rawlins,4.0,25.0,0.0,0.0,6.0,6.25
C Wright,0,1,0,0,0.0,KS Leverock,1.0,16.0,0.0,0.0,0.0,16.0
P Manning,7,7,0,0,100.0,OGL Bascome,3.0,10.0,4.0,0.0,0.0,3.3333333333333335
LHB Harrington-Myers,2,3,0,0,66.66666666666666,,,,,,,
KR Ebanks,3,5,0,0,60.0,,,,,,,
A Morris,0,3,0,0,0.0,,,,,,,
AF Ifill,6,2,0,1,300.0,,,,,,,
