batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
LM Reece,6,10,1,0,60.0,CF Parkinson,4.0,29.0,1.0,0.0,1.0,7.25
BA Godleman,2,3,0,0,66.66666666666666,D Klein,4.0,24.0,1.0,4.0,0.0,5.0
WL Madsen,6,4,0,1,150.0,CN Ackermann,4.0,9.0,3.0,0.0,1.0,2.25
JL du Plooy,0,5,0,0,0.0,GT Griffiths,3.0,14.0,3.0,0.0,0.0,4.666666666666667
MJJ Critchley,21,20,2,0,105.0,WS Davis,4.0,12.0,1.0,0.0,0.0,3.0
DI Stevens,0,3,0,0,0.0,,,,,,,
AL Hughes,3,8,0,0,37.5,,,,,,,
FJ Hudson-Prentice,14,18,0,1,77.77777777777779,,,,,,,
D Smit,18,20,1,0,90.0,,,,,,,
LV van Beek,5,13,0,0,38.46153846153847,,,,,,,
R Rampaul,7,8,0,0,87.5,,,,,,,
