batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
JM Bairstow,0,1,0,0,0.0,TG Southee,4.0,25.0,2.0,0.0,0.0,6.25
DJ Malan,39,29,2,2,134.48275862068965,LH Ferguson,4.0,34.0,2.0,0.0,0.0,8.5
JM Vince,1,4,0,0,25.0,MJ Santner,4.0,25.0,3.0,0.0,0.0,6.25
EJG Morgan,32,17,3,3,188.23529411764704,JDS Neesham,2.0,23.0,0.0,0.0,0.0,11.5
SW Billings,8,10,0,0,80.0,IS Sodhi,4.0,37.0,2.0,0.0,1.0,9.25
SM Curran,9,6,1,0,150.0,DJ Mitchell,2.0,9.0,1.0,0.0,0.0,4.5
L Gregory,15,15,0,1,100.0,,,,,,,
CJ Jordan,36,19,3,3,189.4736842105263,,,,,,,
AU Rashid,4,6,0,0,66.66666666666666,,,,,,,
S Mahmood,4,3,1,0,133.33333333333331,,,,,,,
PR Brown,4,9,0,0,44.44444444444444,,,,,,,
