batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
V Kohli,23.0,25.0,3.0,0.0,92.0,K Gowtham,4,19,0,0,0,4.75
PA Patel,67.0,41.0,9.0,1.0,163.41463414634146,DS Kulkarni,3,26,0,0,1,8.666666666666666
AB de Villiers,13.0,9.0,2.0,0.0,144.44444444444443,JC Archer,4,47,1,1,0,11.5
SO Hetmyer,1.0,9.0,0.0,0.0,11.11111111111111,S Gopal,4,12,3,0,0,3.0
MP Stoinis,31.0,28.0,2.0,1.0,110.71428571428572,VR Aaron,1,16,0,0,0,16.0
MM Ali,18.0,9.0,2.0,1.0,200.0,STR Binny,1,6,0,0,0,6.0
,,,,,,BA Stokes,3,29,0,0,0,9.666666666666666
