batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
J Rasu,43,36,5,1,119.44444444444444,Pavandeep Singh,4.0,32.0,3.0,0.0,0.0,8.0
A Mansale,0,1,0,0,0.0,Muhammad Wafiq,4.0,51.0,1.0,0.0,1.0,12.75
PK Matautaava,66,29,7,5,227.58620689655174,Syazrul Idrus,4.0,31.0,2.0,0.0,0.0,7.75
N Nipiko,11,13,1,0,84.61538461538461,Fitri Sham,4.0,41.0,1.0,0.0,0.0,10.25
C Tommy,9,12,0,0,75.0,S Muniandy,3.0,23.0,1.0,0.0,1.0,7.666666666666667
T Langa,14,9,2,0,155.55555555555557,Virandeep Singh,1.0,3.0,0.0,0.0,0.0,3.0
J Vira,5,5,0,0,100.0,,,,,,,
R Tari,28,12,1,2,233.33333333333334,,,,,,,
W Nalisa,0,1,0,0,0.0,,,,,,,
JW Chilia,3,2,0,0,150.0,,,,,,,
