batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Q de Kock,94,70,17,1,134.28571428571428,SL Malinga,9.0,39.0,2.0,0.0,3.0,4.333333333333333
RR Hendricks,29,41,4,0,70.73170731707317,MVT Fernando,5.0,47.0,1.0,0.0,1.0,9.4
F du Plessis,57,66,7,0,86.36363636363636,DM de Silva,8.0,55.0,2.0,0.0,0.0,6.875
HE van der Dussen,2,4,0,0,50.0,CAK Rajitha,7.0,46.0,1.0,0.0,2.0,6.571428571428571
PWA Mulder,17,11,4,0,154.54545454545453,A Dananjaya,9.0,38.0,1.0,0.0,0.0,4.222222222222222
DA Miller,25,36,1,0,69.44444444444444,NLTC Perera,7.0,26.0,3.0,0.0,1.0,3.7142857142857144
AL Phehlukwayo,2,5,0,0,40.0,,,,,,,
K Rabada,3,6,0,0,50.0,,,,,,,
A Nortje,8,18,0,0,44.44444444444444,,,,,,,
L Ngidi,6,11,0,0,54.54545454545454,,,,,,,
Imran Tahir,1,3,0,0,33.33333333333333,,,,,,,
