batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Nizakat Khan,0,2,0,0,0.0,Bilal Khan,4.0,23.0,4.0,0.0,2.0,5.75
Aizaz Khan,5,5,0,0,100.0,Fayyaz Butt,4.0,17.0,2.0,0.0,0.0,4.25
KD Shah,4,5,1,0,80.0,Mohammad Nadeem,2.0,14.0,1.0,0.0,1.0,7.0
SS McKechnie,44,46,5,0,95.65217391304348,Zeeshan Maqsood,4.0,22.0,0.0,0.0,0.0,5.5
Waqas Barkat,0,1,0,0,0.0,Mehran Khan,1.0,8.0,0.0,0.0,1.0,8.0
Simandeep Singh,4,2,1,0,200.0,Khawar Ali,4.0,23.0,2.0,0.0,1.0,5.75
Haroon Arshad,20,19,3,0,105.26315789473684,Aamir Kaleem,1.0,9.0,0.0,0.0,0.0,9.0
Ehsan Khan,10,9,0,1,111.11111111111111,,,,,,,
Nasrulla Rana,7,13,0,0,53.84615384615385,,,,,,,
K Christie,11,13,0,0,84.61538461538461,,,,,,,
Mohammad Ghazanfar,6,5,1,0,120.0,,,,,,,
