batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Babar Azam,13,9,2,0,144.44444444444443,Hasan Ali,4.0,15.0,3.0,0.0,0.0,3.75
C Munro,0,2,0,0,0.0,Sameen Gul,3.0,49.0,2.0,1.0,0.0,16.0
LS Livingstone,6,6,1,0,100.0,TS Mills,3.0,25.0,2.0,0.0,2.0,8.333333333333334
CA Ingram,71,37,7,4,191.89189189189187,KA Pollard,2.0,15.0,0.0,0.0,1.0,7.5
BR Dunk,6,8,1,0,75.0,Wahab Riaz,3.0,19.0,2.0,1.0,1.0,6.0
Iftikhar Ahmed,4,7,0,0,57.14285714285714,LA Dawson,2.0,14.0,0.0,0.0,0.0,7.0
Imad Wasim,30,25,2,1,120.0,,,,,,,
Sohail Khan,1,3,0,0,33.33333333333333,,,,,,,
Mohammad Amir,0,1,0,0,0.0,,,,,,,
Umer Khan,0,1,0,0,0.0,,,,,,,
Usman Shinwari,0,1,0,0,0.0,,,,,,,
