batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
SJ Baard,73,97,6,1,75.25773195876289,N Vanua,8.0,69.0,1.0,0.0,6.0,8.625
JP Kotze,25,36,3,0,69.44444444444444,N Pokana,7.0,32.0,3.0,2.0,1.0,4.285714285714286
CG Williams,32,52,2,0,61.53846153846154,A Vala,10.0,52.0,2.0,1.0,2.0,5.1
MG Erasmus,2,5,0,0,40.0,J Kila,5.0,22.0,0.0,0.0,0.0,4.4
ZE Green,41,49,1,3,83.6734693877551,CJA Amini,7.0,37.0,0.0,0.0,2.0,5.285714285714286
JJ Smit,33,33,1,2,100.0,L Siaka,3.0,13.0,0.0,0.0,0.0,4.333333333333333
JN Frylinck,27,22,1,1,122.72727272727273,R Hekure,10.0,32.0,2.0,1.0,0.0,3.1
HN Ya France,2,2,0,0,100.0,,,,,,,
K Birkenstock,0,2,0,0,0.0,,,,,,,
BM Scholtz,6,5,1,0,120.0,,,,,,,
Z Groenewald,1,1,0,0,100.0,,,,,,,
