batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
NJ Ferraby,11,10,2,0,110.00000000000001,Junaid Siddique (2),4.0,34.0,2.0,0.0,0.0,8.5
H Carlyon,16,13,0,1,123.07692307692308,Sultan Ahmed (2),2.0,13.0,1.0,0.0,0.0,6.5
BDH Stevens,16,16,2,0,100.0,Rohan Mustafa,4.0,13.0,1.0,0.0,0.0,3.25
JW Jenner,20,21,0,1,95.23809523809523,Waheed Ahmed,3.0,26.0,1.0,0.0,0.0,8.666666666666666
NA Greenwood,7,8,0,0,87.5,Ahmed Raza,4.0,20.0,1.0,0.0,0.0,5.0
B Ward,47,24,2,4,195.83333333333331,Zahoor Khan,3.0,39.0,2.0,0.0,2.0,13.0
C Bisson,18,13,1,1,138.46153846153845,,,,,,,
DG Blampied,3,8,0,0,37.5,,,,,,,
AW Hawkins-Kay,0,2,0,0,0.0,,,,,,,
JE Dunford,2,2,0,0,100.0,,,,,,,
CW Perchard,3,3,0,0,100.0,,,,,,,
