batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
RG Sharma,95,92,7,2,103.26086956521738,PJ Cummins,10.0,70.0,5.0,0.0,3.0,7.0
S Dhawan,143,115,18,3,124.34782608695652,JP Behrendorff,10.0,61.0,0.0,0.0,0.0,6.1
KL Rahul,26,31,1,0,83.87096774193549,JA Richardson,9.0,85.0,3.0,0.0,2.0,9.444444444444445
V Kohli,7,6,1,0,116.66666666666667,GJ Maxwell,8.0,61.0,0.0,0.0,0.0,7.625
RR Pant,36,24,4,1,150.0,A Zampa,10.0,57.0,1.0,0.0,0.0,5.7
KM Jadhav,10,12,0,0,83.33333333333334,AJ Finch,3.0,22.0,0.0,0.0,0.0,7.333333333333333
V Shankar,26,15,1,2,173.33333333333334,,,,,,,
B Kumar,1,2,0,0,50.0,,,,,,,
Kuldeep Yadav,1,1,0,0,100.0,,,,,,,
YS Chahal,0,1,0,0,0.0,,,,,,,
JJ Bumrah,6,1,0,1,600.0,,,,,,,
