batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Tamim Iqbal,5,6,0,0,83.33333333333334,MJ Henry,9.0,48.0,2.0,0.0,0.0,5.333333333333333
Liton Das,1,8,0,0,12.5,TA Boult,10.0,40.0,3.0,1.0,1.0,3.9
Soumya Sarkar,30,22,5,1,136.36363636363635,C de Grandhomme,5.0,19.0,0.0,0.0,0.0,3.8
Mushfiqur Rahim,5,14,1,0,35.714285714285715,LH Ferguson,10.0,44.0,2.0,0.0,10.0,4.4
Mahmudullah,13,29,0,0,44.827586206896555,MJ Santner,8.0,45.0,3.0,0.0,1.0,5.625
Mohammad Mithun,62,90,5,0,68.88888888888889,JDS Neesham,7.0,26.0,0.0,0.0,4.0,3.7142857142857144
Sabbir Rahman,13,20,2,0,65.0,,,,,,,
Mehedi Hasan Miraz,26,27,3,1,96.29629629629629,,,,,,,
Mohammad Saifuddin,41,58,3,0,70.6896551724138,,,,,,,
Mashrafe Mortaza,9,14,1,0,64.28571428571429,,,,,,,
Mustafizur Rahman,0,6,0,0,0.0,,,,,,,
