batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CA Lynn,51,47,4,1,108.51063829787233,B Kumar,4.0,34.0,2.0,0.0,1.0,8.5
SP Narine,25,8,3,2,312.5,S Nadeem,4.0,30.0,0.0,0.0,0.0,7.5
Shubman Gill,3,4,0,0,75.0,KK Ahmed,4.0,33.0,3.0,0.0,3.0,8.25
N Rana,11,11,1,0,100.0,Sandeep Sharma,4.0,37.0,1.0,0.0,0.0,9.25
KD Karthik,6,4,1,0,150.0,Rashid Khan,4.0,23.0,1.0,0.0,0.0,5.75
RK Singh,30,25,1,2,120.0,,,,,,,
AD Russell,15,9,0,2,166.66666666666669,,,,,,,
PP Chawla,4,8,1,0,50.0,,,,,,,
Y Prithvi Raj,0,1,0,0,0.0,,,,,,,
KC Cariappa,9,3,0,1,300.0,,,,,,,
