batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
TP Ura,46,47,5,1,97.87234042553192,GT Main,5.0,30.0,0.0,0.0,3.0,6.0
G Toka,16,38,0,0,42.10526315789473,SM Sharif,8.0,37.0,1.0,1.0,3.0,4.5
A Vala,36,57,1,0,63.1578947368421,MRJ Watt,10.0,26.0,1.0,0.0,0.0,2.6
L Siaka,3,4,0,0,75.0,RD Berrington,3.0,19.0,0.0,0.0,0.0,6.333333333333333
CJA Amini,32,59,2,0,54.23728813559322,MA Leask,10.0,38.0,3.0,0.0,1.0,3.8
S Bau,1,11,0,0,9.090909090909092,Hamza Tahir,10.0,37.0,4.0,0.0,2.0,3.7
K Doriga,39,40,3,0,97.5,CS MacLeod,4.0,14.0,0.0,0.0,1.0,3.5
CA Soper,6,11,0,0,54.54545454545454,,,,,,,
N Vanua,5,15,0,0,33.33333333333333,,,,,,,
D Ravu,0,4,0,0,0.0,,,,,,,
N Pokana,6,15,0,0,40.0,,,,,,,
