batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Raza Iqbal,13,12,2,0,108.33333333333333,CAJ Meschede,4.0,11.0,2.0,0.0,0.0,2.75
P Agnihotri,19,27,2,0,70.37037037037037,Izatullah Dawlatzai,4.0,27.0,3.0,0.0,0.0,6.75
E Ul Haq,4,2,1,0,200.0,Ahmed Wardak,4.0,19.0,0.0,0.0,0.0,4.75
S Waqas Ahmed,1,7,0,0,14.285714285714285,Asad Mohammad,2.0,11.0,0.0,0.0,0.0,5.5
Ansar Iqbal,15,14,2,0,107.14285714285714,Muslim Yar,3.0,17.0,2.0,0.0,1.0,5.666666666666667
Hayatullah Niazi,10,10,1,0,100.0,Sahir Naqash,3.0,12.0,1.0,1.0,0.0,3.6666666666666665
Nazakat Ali,10,15,1,0,66.66666666666666,,,,,,,
Khizer Ahmed,18,20,1,0,90.0,,,,,,,
Tafseer Ali,2,4,0,0,50.0,,,,,,,
Junaid Sheikh,1,2,0,0,50.0,,,,,,,
P Bhart,2,8,0,0,25.0,,,,,,,
