batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
SD Hope,109,132,10,1,82.57575757575758,Mohammad Saifuddin,10.0,47.0,2.0,0.0,4.0,4.7
SW Ambris,38,50,4,0,76.0,Mashrafe Mortaza,10.0,49.0,3.0,0.0,0.0,4.9
DM Bravo,1,4,0,0,25.0,Mustafizur Rahman,10.0,85.0,2.0,2.0,2.0,8.3
RL Chase,51,62,2,1,82.25806451612904,Shakib Al Hasan,10.0,33.0,1.0,0.0,0.0,3.3
JL Carter,11,17,1,0,64.70588235294117,Mehedi Hasan Miraz,10.0,38.0,1.0,0.0,0.0,3.8
JO Holder,4,2,1,0,200.0,,,,,,,
SO Dowrich,6,8,1,0,75.0,,,,,,,
AR Nurse,19,17,0,1,111.76470588235294,,,,,,,
KAJ Roach,1,2,0,0,50.0,,,,,,,
SS Cottrell,4,7,0,0,57.14285714285714,,,,,,,
