batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
D Ajekun,4,9,0,0,44.44444444444444,MR Adair,4.0,10.0,2.0,0.0,0.0,2.5
Sulaimon Runsewe,6,10,0,0,60.0,GJ Delany,4.0,17.0,1.0,0.0,1.0,4.25
D Gim,1,6,0,0,16.666666666666664,WB Rankin,4.0,10.0,0.0,0.0,1.0,2.5
CN Onwuzulike,6,17,0,0,35.294117647058826,GH Dockrell,4.0,16.0,1.0,0.0,0.0,4.0
AA Onikoyi,9,11,2,0,81.81818181818183,CA Young,4.0,13.0,4.0,0.0,0.0,3.25
JO Adedeji,19,32,1,0,59.375,,,,,,,
IO Okpe,14,20,1,0,70.0,,,,,,,
AM Oyede,1,4,0,0,25.0,,,,,,,
SA Okpe,1,5,0,0,20.0,,,,,,,
VD Adewoye,0,2,0,0,0.0,,,,,,,
CM Akachukwu,3,4,0,0,75.0,,,,,,,
