batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
DP Sibley,25,23,4,0,108.69565217391303,L Wood,4.0,24.0,3.0,0.0,0.0,6.0
MGK Burgess,0,1,0,0,0.0,M Carter,4.0,22.0,2.0,0.0,0.0,5.5
SR Hain,49,47,3,0,104.25531914893618,Imad Wasim,4.0,23.0,2.0,0.0,0.0,5.75
WMH Rhodes,8,7,1,0,114.28571428571428,HF Gurney,3.0,22.0,0.0,0.0,1.0,7.333333333333333
AJ Hose,4,6,0,0,66.66666666666666,SR Patel,4.0,20.0,0.0,0.0,0.0,5.0
CJ Green,6,12,0,0,50.0,DT Christian,1.0,5.0,0.0,0.0,0.0,5.0
AT Thomson,8,7,0,0,114.28571428571428,,,,,,,
HJH Brookes,5,6,0,0,83.33333333333334,,,,,,,
JS Patel,8,8,0,0,100.0,,,,,,,
OJ Hannon-Dalby,1,2,0,0,50.0,,,,,,,
FH Edwards,1,1,0,0,100.0,,,,,,,
