batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
I Pandey,2,6,0,0,33.33333333333333,Bilal Khan,2.0,14.0,2.0,0.0,1.0,7.0
P Khadka,5,4,1,0,125.0,Fayyaz Butt,1.0,12.0,0.0,0.0,0.0,12.0
Aarif Sheikh,20,13,2,1,153.84615384615387,Mohammad Nadeem,3.0,20.0,1.0,0.0,0.0,6.666666666666667
DS Airee,11,6,2,0,183.33333333333331,Aamir Kaleem,4.0,15.0,5.0,0.0,1.0,3.75
B Bhandari,4,3,1,0,133.33333333333331,Khawar Ali,1.0,3.0,1.0,0.0,0.0,3.0
S Jora,0,1,0,0,0.0,,,,,,,
Sompal Kami,8,14,0,0,57.14285714285714,,,,,,,
Karan KC,8,8,1,0,100.0,,,,,,,
S Lamichhane,2,5,0,0,40.0,,,,,,,
S Bhari,0,1,0,0,0.0,,,,,,,
A Bohara,2,5,0,0,40.0,,,,,,,
