batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
L Ronchi,17,9,2,1,188.88888888888889,Hasan Ali,4.0,29.0,3.0,0.0,0.0,7.25
CS Delport,28,25,3,0,112.00000000000001,TS Mills,4.0,31.0,1.0,0.0,2.0,7.75
AD Hales,1,5,0,0,20.0,CJ Jordan,4.0,26.0,3.0,0.0,1.0,6.5
CAK Walton,48,29,3,3,165.51724137931035,Wahab Riaz,4.0,25.0,1.0,2.0,0.0,5.75
Asif Ali,0,2,0,0,0.0,KA Pollard,4.0,53.0,1.0,0.0,3.0,13.25
Hussain Talat,19,15,1,0,126.66666666666666,,,,,,,
Faheem Ashraf,31,14,1,3,221.42857142857144,,,,,,,
Shadab Khan,0,9,0,0,0.0,,,,,,,
Mohammad Sami,2,3,0,0,66.66666666666666,,,,,,,
Rumman Raees,2,6,0,0,33.33333333333333,,,,,,,
Muhammad Musa,8,5,1,0,160.0,,,,,,,
