batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
SP Narine,19,9,2,1,211.11111111111111,JO Holder,4.0,38.0,1.0,0.0,2.0,9.5
LMP Simmons,11,9,1,1,122.22222222222223,RS Primus,1.0,13.0,0.0,0.0,0.0,13.0
C Munro,23,13,1,2,176.9230769230769,HF Gurney,3.0,16.0,1.0,0.0,5.0,5.333333333333333
D Ramdin,11,14,1,0,78.57142857142857,JP Duminy,3.0,24.0,2.0,0.0,2.0,8.0
DM Bravo,28,24,2,1,116.66666666666667,RA Reifer,3.0,9.0,1.0,0.0,1.0,3.0
KA Pollard,3,6,0,0,50.0,HR Walsh,4.0,19.0,5.0,0.0,0.0,4.75
JDS Neesham,0,1,0,0,0.0,,,,,,,
S Prasanna,0,2,0,0,0.0,,,,,,,
K Pierre,5,13,0,0,38.46153846153847,,,,,,,
A Phillip,1,9,0,0,11.11111111111111,,,,,,,
Ali Khan,8,6,0,1,133.33333333333331,,,,,,,
