batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
OO Bascome,6,8,1,0,75.0,FJ Klaassen,2.0,11.0,0.0,0.0,0.0,5.5
DC Stovell,7,13,1,0,53.84615384615385,PA van Meekeren,4.0,26.0,3.0,0.0,0.0,6.5
AC Douglas,23,24,3,0,95.83333333333334,RE van der Merwe,4.0,23.0,2.0,0.0,0.0,5.75
DMW Rawlins,16,9,1,1,177.77777777777777,CN Ackermann,2.0,6.0,1.0,0.0,0.0,3.0
JJ Tucker,12,15,2,0,80.0,T van der Gugten,3.0,29.0,1.0,0.0,0.0,9.666666666666666
DAP Darrell,7,14,0,0,50.0,PM Seelaar,4.0,10.0,2.0,0.0,0.0,2.5
KS Leverock,31,15,2,3,206.66666666666669,S Snater,1.0,8.0,0.0,0.0,0.0,8.0
O Bascome,6,6,1,0,100.0,,,,,,,
DL Brangman,0,3,0,0,0.0,,,,,,,
GH O'Brien,5,6,1,0,83.33333333333334,,,,,,,
RJ Trott,0,7,0,0,0.0,,,,,,,
