batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
CH Gayle,1,3,0,0,33.33333333333333,RS Primus,3.0,21.0,1.0,0.0,1.0,7.0
GD Phillips,41,35,5,1,117.14285714285715,JO Holder,4.0,21.0,2.0,0.0,0.0,5.25
CAK Walton,13,8,1,1,162.5,S Lamichhane,4.0,17.0,2.0,0.0,0.0,4.25
GH Worker,6,11,0,0,54.54545454545454,HF Gurney,4.0,20.0,1.0,0.0,4.0,5.0
DR Smith,1,2,0,0,50.0,JP Duminy,2.0,12.0,1.0,0.0,0.0,6.0
I Khan (2),10,10,1,0,100.0,RA Reifer,3.0,31.0,2.0,0.0,1.0,10.333333333333334
J Glen,0,4,0,0,0.0,,,,,,,
SK Springer,7,16,0,0,43.75,,,,,,,
Ramaal Lewis,27,22,1,2,122.72727272727273,,,,,,,
JW Dernbach,9,8,1,0,112.5,,,,,,,
Zahir Khan,1,1,0,0,100.0,,,,,,,
