batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
ND Laegsgaard,39,24,7,0,162.5,JL Martel,4.0,24.0,2.0,0.0,2.0,6.0
HAM Shah,14,17,1,0,82.35294117647058,W Peatfield,3.0,30.0,1.0,0.0,0.0,10.0
T Bharaj,2,7,0,0,28.57142857142857,ACF Stokes,3.0,17.0,0.0,0.0,0.0,5.666666666666667
Anique Uddin,13,17,0,0,76.47058823529412,DR Hooper,2.0,5.0,3.0,0.0,0.0,2.5
Zishan Shah,14,18,0,0,77.77777777777779,LC Le Tissier,4.0,21.0,2.0,0.0,0.0,5.25
Rizwan Mahmood,4,5,0,0,80.0,,,,,,,
Delawar Khan,0,1,0,0,0.0,,,,,,,
OD Hald,1,1,0,0,100.0,,,,,,,
Abdul Hashim,0,2,0,0,0.0,,,,,,,
SA Ahmad,2,2,0,0,100.0,,,,,,,
J Jojo,7,2,1,0,350.0,,,,,,,
