batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
JL Denly,10,10,2,0,100.0,JP Faulkner,4.0,36.0,3.0,0.0,1.0,9.0
J Avendano,5,8,1,0,62.5,JC Archer,4.0,36.0,1.0,0.0,0.0,9.0
DP Hughes,61,40,5,2,152.5,J Botha,4.0,22.0,3.0,0.0,0.0,5.5
MC Henriques,31,24,1,1,129.16666666666669,RP Meredith,4.0,30.0,0.0,0.0,1.0,7.5
JC Silk,9,10,1,0,90.0,CA Rose,1.0,10.0,0.0,0.0,0.0,10.0
JR Philippe,11,9,1,0,122.22222222222223,DJM Short,3.0,26.0,0.0,0.0,0.0,8.666666666666666
TK Curran,19,14,3,0,135.71428571428572,,,,,,,
SA Abbott,7,3,0,1,233.33333333333334,,,,,,,
SNJ O'Keefe,5,2,1,0,250.0,,,,,,,
