batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
N Dickwella,9,10,1,0,90.0,TA Boult,10.0,61.0,1.0,0.0,3.0,6.1
MD Gunathilaka,71,73,9,0,97.26027397260275,TG Southee,8.0,68.0,1.0,0.0,4.0,8.5
MDKJ Perera,4,23,0,0,17.391304347826086,MJ Henry,10.0,52.0,2.0,0.0,2.0,5.2
BKG Mendis,20,30,2,0,66.66666666666666,KS Williamson,2.0,8.0,0.0,0.0,0.0,4.0
LD Chandimal,3,12,0,0,25.0,IS Sodhi,10.0,55.0,3.0,0.0,2.0,5.5
DAS Gunaratne,6,5,1,0,120.0,JDS Neesham,7.0,48.0,2.0,0.0,2.0,6.857142857142857
NLTC Perera,140,74,8,13,189.1891891891892,,,,,,,
S Prasanna,0,4,0,0,0.0,,,,,,,
SL Malinga,17,22,2,0,77.27272727272727,,,,,,,
PADLR Sandakan,6,20,0,0,30.0,,,,,,,
N Pradeep,3,5,0,0,60.0,,,,,,,
