batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
SS Eskinazi,42.0,31.0,6.0,0.0,135.48387096774192,JW Dernbach,4,45,0,0,0,11.25
DJ Malan,117.0,57.0,11.0,7.0,205.26315789473685,R Clarke,3,27,0,0,1,9.0
AB de Villiers,3.0,6.0,0.0,0.0,50.0,TK Curran,4,29,2,0,1,7.25
GFB Scott,35.0,24.0,3.0,1.0,145.83333333333331,Imran Tahir,4,40,1,0,1,10.0
JA Simpson,3.0,2.0,0.0,0.0,150.0,GJ Batty,2,35,0,0,0,17.5
,,,,,,LE Plunkett,2,24,0,0,1,12.0
,,,,,,J Clark,1,4,0,0,0,4.0
