batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
MJ Guptill,20,43,2,0,46.51162790697674,JP Behrendorff,9.0,31.0,2.0,0.0,3.0,3.4444444444444446
HM Nicholls,8,20,2,0,40.0,MA Starc,10.0,26.0,5.0,0.0,5.0,2.6
KS Williamson,40,51,2,1,78.43137254901961,PJ Cummins,6.0,14.0,1.0,0.0,0.0,2.3333333333333335
LRPL Taylor,30,54,2,0,55.55555555555556,NM Lyon,10.0,36.0,1.0,0.0,2.0,3.6
TWM Latham,14,28,0,0,50.0,SPD Smith,2.0,6.0,1.0,0.0,0.0,3.0
C de Grandhomme,0,1,0,0,0.0,AJ Finch,1.0,7.0,0.0,0.0,0.0,7.0
JDS Neesham,9,22,0,0,40.909090909090914,MP Stoinis,2.0,12.0,0.0,0.0,0.0,6.0
MJ Santner,12,29,0,1,41.37931034482759,GJ Maxwell,4.0,18.0,0.0,0.0,0.0,4.5
IS Sodhi,5,4,1,0,125.0,,,,,,,
LH Ferguson,0,3,0,0,0.0,,,,,,,
TA Boult,2,7,0,0,28.57142857142857,,,,,,,
