batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
WG Jacks,14,11,1,1,127.27272727272727,Mujeeb Ur Rahman,3.0,21.0,0.0,0.0,2.0,7.0
AJ Finch,47,25,5,3,188.0,TG Helm,3.0,24.0,2.0,0.0,0.0,8.0
SM Curran,39,25,6,1,156.0,TS Roland-Jones,4.0,22.0,2.0,0.0,0.0,5.5
OJ Pope,13,12,1,0,108.33333333333333,PR Stirling,2.0,21.0,0.0,0.0,0.0,10.5
TK Curran,7,10,0,0,70.0,NA Sowter,3.0,38.0,1.0,0.0,0.0,12.666666666666666
R Clarke,1,4,0,0,25.0,ST Finn,4.0,16.0,5.0,0.0,0.0,4.0
J Clark,10,9,2,0,111.11111111111111,,,,,,,
BT Foakes,2,4,0,0,50.0,,,,,,,
JW Dernbach,1,5,0,0,20.0,,,,,,,
GJ Batty,2,2,0,0,100.0,,,,,,,
Imran Tahir,4,5,0,0,80.0,,,,,,,
