batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
E Lewis,30,35,5,0,85.71428571428571,DL Chahar,7.0,44.0,0.0,0.0,2.0,6.285714285714286
SD Hope,78,85,7,3,91.76470588235294,SN Thakur,8.0,55.0,1.0,0.0,2.0,6.875
SO Hetmyer,4,7,0,0,57.14285714285714,Mohammed Shami,8.0,39.0,3.0,0.0,1.0,4.875
RL Chase,4,9,0,0,44.44444444444444,RA Jadeja,10.0,74.0,2.0,0.0,1.0,7.4
N Pooran,75,47,6,6,159.5744680851064,Kuldeep Yadav,10.0,52.0,3.0,0.0,0.0,5.2
KA Pollard,0,1,0,0,0.0,SS Iyer,1.0,13.0,0.0,0.0,2.0,13.0
JO Holder,11,13,0,1,84.61538461538461,,,,,,,
AS Joseph,0,1,0,0,0.0,,,,,,,
KMA Paul,46,42,4,3,109.52380952380953,,,,,,,
K Pierre,21,18,3,0,116.66666666666667,,,,,,,
SS Cottrell,0,3,0,0,0.0,,,,,,,
