batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
SB Harper,30,16,5,0,187.5,GJ Maxwell,1.0,7.0,0.0,0.0,0.0,7.0
MW Harvey,21,15,2,0,140.0,A Zampa,4.0,24.0,1.0,0.0,0.0,6.0
CL White,8,13,1,0,61.53846153846154,SM Boland,4.0,32.0,2.0,0.0,2.0,8.0
Mohammad Nabi,6,8,0,0,75.0,S Lamichhane,4.0,31.0,1.0,0.0,1.0,7.75
TLW Cooper,10,9,1,0,111.11111111111111,MP Stoinis,3.0,26.0,2.0,0.0,1.0,8.666666666666666
DT Christian,32,28,4,0,114.28571428571428,DJ Bravo,4.0,27.0,3.0,0.0,0.0,6.75
BJ Webster,19,19,1,0,100.0,,,,,,,
JD Wildermuth,1,2,0,0,50.0,,,,,,,
CJ Boyce,6,4,1,0,150.0,,,,,,,
KW Richardson,10,6,1,0,166.66666666666669,,,,,,,
