batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Nizakat Khan,31,33,1,1,93.93939393939394,Bilal Khan,4.0,19.0,0.0,0.0,0.0,4.75
Aizaz Khan,8,11,0,0,72.72727272727273,Fayyaz Butt,3.0,16.0,2.0,0.0,1.0,5.333333333333333
KD Shah,12,15,1,0,80.0,Aqib Ilyas,2.0,16.0,0.0,0.0,0.0,8.0
Haroon Arshad,3,3,0,0,100.0,Mohammad Nadeem,2.0,5.0,0.0,0.0,0.0,2.5
Waqas Barkat,19,15,1,0,126.66666666666666,Aamir Kaleem,4.0,14.0,3.0,0.0,1.0,3.5
SS McKechnie,3,6,0,0,50.0,Khawar Ali,4.0,24.0,3.0,0.0,0.0,6.0
Simandeep Singh,8,10,0,0,80.0,Zeeshan Maqsood,1.0,7.0,0.0,0.0,0.0,7.0
Shahid Wasif,4,9,0,0,44.44444444444444,,,,,,,
Ehsan Khan,4,7,0,0,57.14285714285714,,,,,,,
Nasrulla Rana,5,7,0,0,71.42857142857143,,,,,,,
K Christie,2,4,0,0,50.0,,,,,,,
