batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
LMP Simmons,16,13,1,1,123.07692307692308,CJ Green,4.0,18.0,2.0,0.0,1.0,4.5
M Deyal,10,7,2,0,142.85714285714286,Imran Tahir,3.0,32.0,2.0,0.0,0.0,10.666666666666666
C Munro,2,6,0,0,33.33333333333333,B Laughlin,4.0,34.0,0.0,0.0,0.0,8.5
DM Bravo,58,46,0,6,126.08695652173914,Shoaib Malik,1.0,9.0,1.0,0.0,0.0,9.0
D Ramdin,4,9,0,0,44.44444444444444,R Shepherd,4.0,33.0,0.0,0.0,1.0,8.25
KA Pollard,71,38,8,3,186.8421052631579,KMA Paul,4.0,39.0,0.0,0.0,1.0,9.75
JDS Neesham,1,1,0,0,100.0,,,,,,,
