batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
TP Visee,10.0,6.0,1.0,0.0,166.66666666666669,N Pokana,4,37,1,0,2,9.25
BN Cooper,41.0,33.0,4.0,2.0,124.24242424242425,S Bau,1,7,0,0,0,7.0
MP O'Dowd,14.0,19.0,0.0,0.0,73.68421052631578,N Vanua,3,24,0,0,1,8.0
CN Ackermann,29.0,33.0,0.0,0.0,87.87878787878788,D Ravu,3,18,1,0,1,6.0
RN ten Doeschate,34.0,23.0,2.0,3.0,147.82608695652172,CJA Amini,4,31,0,0,0,7.75
,,,,,,A Vala,4,15,1,0,0,3.75
