batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
DA Warner,56,84,5,0,66.66666666666666,B Kumar,10.0,50.0,3.0,0.0,1.0,5.0
AJ Finch,36,35,3,1,102.85714285714285,JJ Bumrah,10.0,61.0,3.0,0.0,1.0,6.1
SPD Smith,69,70,5,1,98.57142857142858,HH Pandya,10.0,68.0,0.0,1.0,2.0,6.7
UT Khawaja,42,39,4,1,107.6923076923077,Kuldeep Yadav,9.0,55.0,0.0,0.0,0.0,6.111111111111111
GJ Maxwell,28,14,5,0,200.0,YS Chahal,10.0,62.0,2.0,0.0,1.0,6.2
MP Stoinis,0,2,0,0,0.0,KM Jadhav,1.0,14.0,0.0,0.0,2.0,14.0
AT Carey,55,35,5,1,157.14285714285714,,,,,,,
NM Coulter-Nile,4,9,0,0,44.44444444444444,,,,,,,
PJ Cummins,8,7,1,0,114.28571428571428,,,,,,,
MA Starc,3,3,0,0,100.0,,,,,,,
A Zampa,1,3,0,0,33.33333333333333,,,,,,,
