batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
MH Cross,33,43,2,1,76.74418604651163,Kaleemullah,4.0,18.0,0.0,0.0,0.0,4.5
KJ Coetzer,56,72,4,1,77.77777777777779,Fayyaz Butt,8.0,31.0,1.0,0.0,0.0,3.875
CS MacLeod,3,3,0,0,100.0,Mohammad Nadeem,3.0,23.0,0.0,0.0,0.0,7.666666666666667
RD Berrington,11,24,0,0,45.83333333333333,Zeeshan Maqsood,10.0,32.0,2.0,0.0,0.0,3.2
HG Munsey,6,8,1,0,75.0,Aamir Kaleem,8.0,30.0,2.0,0.0,0.0,3.75
CD Wallace,36,53,3,0,67.9245283018868,Khawar Ali,9.0,23.0,4.0,0.0,3.0,2.5555555555555554
TB Sole,1,5,0,0,20.0,Aqib Ilyas,3.0,10.0,1.0,0.0,0.0,3.3333333333333335
SM Sharif,12,31,0,0,38.70967741935484,,,,,,,
MRJ Watt,2,16,0,0,12.5,,,,,,,
AC Evans,4,10,0,0,40.0,,,,,,,
A Neill,0,3,0,0,0.0,,,,,,,
