batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Syed Aziz,17,14,2,1,121.42857142857142,PK Matautaava,4.0,18.0,0.0,0.0,3.0,4.5
Anwar Arudin,11,9,2,0,122.22222222222223,JW Chilia,4.0,31.0,1.0,0.0,0.0,7.75
Virandeep Singh,26,26,2,0,100.0,N Nipiko,4.0,21.0,4.0,0.0,1.0,5.25
S Muniandy,2,10,0,0,20.0,W Nalisa,1.0,6.0,0.0,0.0,3.0,6.0
Mohamed Arief,33,25,4,1,132.0,W Viraliliu,4.0,28.0,1.0,1.0,1.0,6.75
Zubaidi Zulkifle,7,5,1,0,140.0,SH Obed,2.0,22.0,1.0,0.0,0.0,11.0
Fitri Sham,1,8,0,0,12.5,A Mansale,1.0,1.0,2.0,0.0,0.0,1.0
Nazril Rahman,8,11,1,0,72.72727272727273,,,,,,,
Muhammad Wafiq,3,4,0,0,75.0,,,,,,,
Ainool Haqqiem,8,7,1,0,114.28571428571428,,,,,,,
Pavandeep Singh,2,2,0,0,100.0,,,,,,,
