batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
MW Short,6,5,0,0,120.0,AP Devcich,1.0,9.0,1.0,0.0,0.0,9.0
J Weatherald,4,4,1,0,100.0,CJ Green,3.0,16.0,1.0,0.0,0.0,5.333333333333333
TM Head,10,18,1,0,55.55555555555556,GS Sandhu,2.0,9.0,1.0,0.0,0.0,4.5
CA Ingram,48,30,4,2,160.0,DR Sams,2.0,8.0,1.0,0.0,0.0,4.0
JW Wells,11,22,0,0,50.0,CJ Jordan,3.0,23.0,1.0,0.0,1.0,7.666666666666667
HJ Nielsen,7,8,0,0,87.5,Fawad Ahmed,4.0,20.0,1.0,0.0,0.0,5.0
Rashid Khan,8,8,0,0,100.0,AJ Nair,3.0,12.0,3.0,0.0,0.0,4.0
MG Neser,0,2,0,0,0.0,,,,,,,
B Laughlin,0,2,0,0,0.0,,,,,,,
LN O'Connor,1,6,0,0,16.666666666666664,,,,,,,
B Stanlake,1,1,0,0,100.0,,,,,,,
