batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
BA Stokes,8,3,1,0,266.66666666666663,TA Boult,1.0,15.0,0.0,0.0,0.0,15.0
JC Buttler,7,3,1,0,233.33333333333334,,,,,,,
