batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
DP Hughes,2,4,0,0,50.0,JP Faulkner,3.0,10.0,2.0,0.0,1.0,3.3333333333333335
JR Philippe,24,22,1,1,109.09090909090908,CA Rose,1.0,15.0,0.0,0.0,0.0,15.0
JM Vince,18,15,0,2,120.0,S Milenko,4.0,29.0,2.0,0.0,0.0,7.25
MC Henriques,2,5,0,0,40.0,RP Meredith,4.0,10.0,1.0,0.0,1.0,2.5
JC Silk,22,30,0,0,73.33333333333333,NT Ellis,3.0,22.0,0.0,0.0,0.0,7.333333333333333
H Kerr,2,3,0,0,66.66666666666666,Qais Ahmad,4.0,12.0,4.0,0.0,1.0,3.0
TK Curran,1,2,0,0,50.0,,,,,,,
SA Abbott,0,1,0,0,0.0,,,,,,,
BJ Dwarshuis,2,2,0,0,100.0,,,,,,,
BAD Manenti,22,28,0,1,78.57142857142857,,,,,,,
L Pope,1,1,0,0,100.0,,,,,,,
