batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
Hazratullah,14,16,1,1,87.5,TJ Murtagh,10.0,49.0,1.0,0.0,1.0,4.9
Noor Ali Zadran,9,12,1,0,75.0,AR McBrine,10.0,37.0,2.0,0.0,0.0,3.7
Asghar Stanikzai,54,70,4,3,77.14285714285715,GH Dockrell,9.0,55.0,1.0,0.0,0.0,6.111111111111111
Rahmat Shah,15,20,3,0,75.0,WB Rankin,10.0,50.0,2.0,0.0,1.0,5.0
Ikram Alikhil,1,3,0,0,33.33333333333333,J Cameron-Dow,10.0,32.0,3.0,0.0,0.0,3.2
Gulbadin Naib,1,8,0,0,12.5,,,,,,,
Najibullah Zadran,10,15,2,0,66.66666666666666,,,,,,,
Mohammad Nabi,64,85,6,0,75.29411764705883,,,,,,,
Rashid Khan,52,58,6,1,89.65517241379311,,,,,,,
Aftab Alam,0,4,0,0,0.0,,,,,,,
Mujeeb Ur Rahman,1,4,0,0,25.0,,,,,,,
