batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
T Banton,28,24,5,0,116.66666666666667,AF Milne,4.0,15.0,2.0,0.0,0.0,3.75
Babar Azam,7,8,1,0,87.5,Mohammad Nabi,4.0,29.0,0.0,0.0,0.0,7.25
PD Trego,20,16,3,0,125.0,GC Viljoen,4.0,36.0,2.0,0.0,0.0,9.0
JC Hildreth,3,5,0,0,60.0,FJ Klaassen,3.0,20.0,0.0,0.0,0.0,6.666666666666667
TB Abell,10,8,1,0,125.0,Imran Qayyum,4.0,21.0,5.0,0.0,0.0,5.25
TA Lammonby,1,1,0,0,100.0,,,,,,,
RE van der Merwe,1,2,0,0,50.0,,,,,,,
C Overton,19,24,0,0,79.16666666666666,,,,,,,
J Overton,19,14,3,0,135.71428571428572,,,,,,,
JE Taylor,8,5,2,0,160.0,,,,,,,
MTC Waller,5,4,1,0,125.0,,,,,,,
