batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
DJ Bell-Drummond,1,2,0,0,50.0,MTC Waller,3.0,24.0,2.0,0.0,0.0,8.0
Z Crawley,4,3,0,0,133.33333333333331,JE Taylor,4.0,34.0,2.0,2.0,0.0,8.0
OG Robinson,53,49,6,0,108.16326530612245,J Overton,2.0,24.0,0.0,0.0,2.0,12.0
Mohammad Nabi,34,20,1,4,170.0,C Overton,3.0,22.0,0.0,0.0,1.0,7.333333333333333
AJ Blake,12,11,1,0,109.09090909090908,RE van der Merwe,4.0,19.0,3.0,0.0,0.0,4.75
SR Dickson,2,4,0,0,50.0,TA Lammonby,4.0,35.0,1.0,0.0,1.0,8.75
JM Cox,7,10,0,0,70.0,,,,,,,
AF Milne,11,9,2,0,122.22222222222223,,,,,,,
GC Viljoen,15,7,1,1,214.28571428571428,,,,,,,
Imran Qayyum,13,6,0,1,216.66666666666666,,,,,,,
