batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
MH Cross,55,71,4,0,77.46478873239437,RAS Lakmal,7.0,55.0,2.0,0.0,3.0,7.857142857142857
KJ Coetzer,34,44,7,0,77.27272727272727,N Pradeep,7.0,34.0,4.0,0.0,1.0,4.857142857142857
CS MacLeod,1,4,0,0,25.0,DM de Silva,6.0,30.0,0.0,0.0,0.0,5.0
CD Wallace,18,23,0,0,78.26086956521739,NLTC Perera,7.0,46.0,1.0,0.0,1.0,6.571428571428571
HG Munsey,61,42,6,3,145.23809523809524,I Udana,7.0,31.0,1.0,0.0,0.0,4.428571428571429
MA Leask,8,4,0,1,200.0,,,,,,,
TB Sole,5,3,1,0,166.66666666666669,,,,,,,
SM Sharif,0,1,0,0,0.0,,,,,,,
MRJ Watt,8,6,1,0,133.33333333333331,,,,,,,
AC Evans,1,2,0,0,50.0,,,,,,,
