batsman,runs,balls,fours,sixes,s/r,bowler,over,runs,wickets,no balls,wides,economy
FDM Karunaratne,30,45,3,0,66.66666666666666,Dawlat Zadran,6.0,34.0,2.0,0.0,7.0,5.666666666666667
MDKJ Perera,78,81,8,0,96.29629629629629,Hamid Hassan,7.0,53.0,1.0,0.0,10.0,7.571428571428571
HDRL Thirimanne,25,34,1,0,73.52941176470588,Mujeeb Ur Rahman,3.0,19.0,0.0,0.0,1.0,6.333333333333333
BKG Mendis,2,2,0,0,100.0,Mohammad Nabi,9.0,30.0,4.0,0.0,1.0,3.3333333333333335
AD Mathews,0,2,0,0,0.0,Gulbadin Naib,4.0,38.0,0.0,3.0,2.0,8.75
DM de Silva,0,4,0,0,0.0,Rashid Khan,8.0,17.0,2.0,0.0,1.0,2.125
NLTC Perera,2,4,0,0,50.0,,,,,,,
I Udana,10,21,0,1,47.61904761904761,,,,,,,
RAS Lakmal,15,13,2,0,115.38461538461537,,,,,,,
SL Malinga,4,14,1,0,28.57142857142857,,,,,,,
N Pradeep,0,4,0,0,0.0,,,,,,,
